Prime Contract ID,Contract Includes Sub Vendors,Vendor Record Type,Prime Vendor,Prime Vendor M/WBE Category,Prime Contract Purpose,Prime Contract Current Amount,Prime Contract Original Amount,Prime Vendor Spend to Date,Prime Contract Start Date,Prime Contract End Date,Prime Contract Registration Date,Prime Woman Owned Business,Prime Emerging Business,Prime Contracting Agency,OCA Number,Prime Contract Version,FMS Document/Parent Contract ID,Prime Contract Type,Prime Contract Award Method,Prime Contract Expense Category,Prime Contract Industry,Prime Contract PIN,Prime Contract APT PIN,% COVID Spending,% Other Spending,Sub Vendor,Sub Vendor M/WBE Category,Sub Contract Purpose,Subcontract Status,Sub Contract Industry,Sub Contract Current Amount,Sub Contract Original Amount,Sub Vendor Paid to Date,Sub Contract Start Date,Sub Contract End Date,Sub Contract Reference ID,Sub Woman Owned Business,Sub Emerging Business
CT185020248805590,yes,Prime Vendor,INTERPHASE ELECTRIC CORPORATION,Non-M/WBE,Nuyorican Poets Cafe Renovation Rebid - Contract 4 Electrica,3086416,3086416,338977.75,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,1015564803,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0006001,,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,,,Not Applicable,No ,No 
CT185020248805590,yes,Sub Vendor,INTERPHASE ELECTRIC CORPORATION,Non-M/WBE,Nuyorican Poets Cafe Renovation Rebid - Contract 4 Electrica,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0006001,,0,0,REGIONAL ELECTRICAL VOICE & DATA INC,Black American,Fire Alarm and Telecommunications,ACCO Reviewing Subcontract,Construction Services,248000,248000,0,3/22/2024,3/12/2026,001,Yes,No 
CT185020248805575,yes,Prime Vendor,TRIUMPH CONSTRUCTION CORP,Non-M/WBE,Installation of Complex and Landmark Pedestrian Ramps,11138346.65,11138346.65,33915,9/16/2024,9/15/2026,2/26/2024,No ,No ,Department of Design and Construction,1015537433,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85023B0075002,,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,,,Not Applicable,No ,No 
CT185020248805575,yes,Sub Vendor,TRIUMPH CONSTRUCTION CORP,Non-M/WBE,Installation of Complex and Landmark Pedestrian Ramps,0,0,0,9/16/2024,9/15/2026,2/26/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85023B0075002,,0,0,Top Set Trucking Corp,Women (Non-Minority),Trucking and Dumping,ACCO Reviewing Subcontract,Construction Services,600000,600000,0,12/13/2024,9/15/2026,010,Yes,No 
CT185020248805575,yes,Sub Vendor,TRIUMPH CONSTRUCTION CORP,Non-M/WBE,Installation of Complex and Landmark Pedestrian Ramps,0,0,0,9/16/2024,9/15/2026,2/26/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85023B0075002,,0,0,WINDSOR ELECTRICAL CONTRACTING INC,Asian American,Electrical Work,No Subcontract Payments Submitted,Construction Services,669360,669360,0,11/16/2024,9/15/2026,009,No ,No 
CT185020248805575,yes,Sub Vendor,TRIUMPH CONSTRUCTION CORP,Non-M/WBE,Installation of Complex and Landmark Pedestrian Ramps,0,0,0,9/16/2024,9/15/2026,2/26/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85023B0075002,,0,0,WINDSOR ELECTRICAL CONTRACTING INC,Asian American,Electrical Work,No Subcontract Payments Submitted,Construction Services,669360,669360,0,11/16/2024,9/15/2026,009,No ,No 
CT185020248805575,yes,Sub Vendor,TRIUMPH CONSTRUCTION CORP,Non-M/WBE,Installation of Complex and Landmark Pedestrian Ramps,0,0,0,9/16/2024,9/15/2026,2/26/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85023B0075002,,0,0,Urbanenvironmental Pest Management Services Inc,Hispanic American,Rodent Monitoring,No Subcontract Payments Submitted,Construction Services,15000,15000,0,11/5/2024,9/15/2026,008,No ,No 
CT185020248805575,yes,Sub Vendor,TRIUMPH CONSTRUCTION CORP,Non-M/WBE,Installation of Complex and Landmark Pedestrian Ramps,0,0,0,9/16/2024,9/15/2026,2/26/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85023B0075002,,0,0,"MIRMAX ENGINEERING, PC",Hispanic American,Professional Engineering Consultants & Surveying,No Subcontract Payments Submitted,Construction Services,250000,250000,0,10/7/2024,9/15/2026,007,No ,No 
CT185020248805575,yes,Sub Vendor,TRIUMPH CONSTRUCTION CORP,Non-M/WBE,Installation of Complex and Landmark Pedestrian Ramps,0,0,0,9/16/2024,9/15/2026,2/26/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85023B0075002,,0,0,ARBOR CONSULTING INC,Women (Non-Minority),Arborist Services,No Subcontract Payments Submitted,Construction Services,10000,10000,0,9/30/2024,9/15/2026,006,Yes,No 
CT185020248805575,yes,Sub Vendor,TRIUMPH CONSTRUCTION CORP,Non-M/WBE,Installation of Complex and Landmark Pedestrian Ramps,0,0,0,9/16/2024,9/15/2026,2/26/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85023B0075002,,0,0,PINNACLE ALLIANCE CORP,Hispanic American,Crossing Guard Services,No Subcontract Payments Submitted,Construction Services,530000,530000,0,9/16/2024,4/24/2026,003,No ,No 
CT185020248805575,yes,Sub Vendor,TRIUMPH CONSTRUCTION CORP,Non-M/WBE,Installation of Complex and Landmark Pedestrian Ramps,0,0,0,9/16/2024,9/15/2026,2/26/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85023B0075002,,0,0,Phantom Carting Inc,Hispanic American,Trucking and Dumping,No Subcontract Payments Submitted,Construction Services,835000,835000,0,9/16/2024,4/24/2026,001,No ,No 
CT185020248805565,no,Prime Vendor,"EASTERN PLUMBING & MECHANICAL CONTRACTING,INC",Women (Non-Minority),Nuyorican Poets Cafe Renovation - Contract 2 Plumbing,897000,897000,90265,3/22/2024,3/12/2026,3/4/2024,Yes,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0064001,,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,,,Not Applicable,Not Applicable,Not Applicable
CT185020248805555,yes,Prime Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,13055123.08,12443000,2740433.71,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,1016326903,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,,,Not Applicable,No ,No 
CT185020248805555,yes,Sub Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,American Dewatering and Grouting LLC,Non-M/WBE,Dewatering,ACCO Reviewing Subcontract,Construction Services,53250,53250,0,12/1/2024,2/28/2025,026,No ,No 
CT185020248805555,yes,Sub Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,KONE INC,Non-M/WBE,Elevator,ACCO Reviewing Subcontract,Construction Services,299000,299000,0,12/31/2024,9/30/2025,025,No ,No 
CT185020248805555,yes,Sub Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,VALLEY TREE & LANDSCAPE SERVICE INC,Women (Non-Minority),tree removal,No Subcontract Payments Submitted,Construction Services,4600,4600,0,11/1/2024,12/2/2024,024,Yes,No 
CT185020248805555,yes,Sub Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,Precision Builders Group LTD.,Black American,"Carpentry, millwork, flooring & painting & demolition",No Subcontract Payments Submitted,Construction Services,1598830,1598830,0,6/3/2024,3/11/2026,016,No ,No 
CT185020248805555,yes,Sub Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,Superior Curtainwall Solutions Corp,Hispanic American,Structural Steel & Metals,No Subcontract Payments Submitted,Construction Services,1260000,1260000,0,5/16/2024,3/11/2026,015,No ,No 
CT185020248805555,yes,Sub Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,Skylight Development Inc,Non-M/WBE,Concrete & Excavation,No Subcontract Payments Submitted,Construction Services,498000,125000,0,5/17/2024,3/11/2026,011,No ,No 
CT185020248805555,yes,Sub Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,CMC ENVIRONMENTAL CORP,Hispanic American,Asbestos Abatement,No Subcontract Payments Submitted,Construction Services,100000,100000,0,5/1/2024,3/11/2026,014,No ,No 
CT185020248805555,yes,Sub Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,"VANTASIA WINDOW FASHIONS & INTERIORS, LLC",Hispanic American,Curtains & Drapes and Roller Window Shades,ACCO Reviewing Subcontract,Construction Services,36500,36500,0,4/25/2024,3/11/2026,013,No ,No 
CT185020248805555,yes,Sub Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,Eagle Platinum Inc,Non-M/WBE,Masonry & EIFS,ACCO Reviewing Subcontract,Construction Services,740000,740000,0,4/22/2024,3/11/2026,012,No ,No 
CT185020248805555,yes,Sub Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,VIBRATIONPRODUCTS INC,Non-M/WBE,Noise Barrier Vstack Wall,No Subcontract Payments Submitted,Construction Services,195000,195000,0,4/16/2024,3/11/2026,010,No ,No 
CT185020248805555,yes,Sub Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,Andy Frank,Black American,Roofing,No Subcontract Payments Submitted,Construction Services,63000,63000,0,4/9/2024,3/11/2026,009,No ,No 
CT185020248805555,yes,Sub Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,TEXAS SCENIC COMPANY INC,Non-M/WBE,Theatrical Rigging,No Subcontract Payments Submitted,Construction Services,140000,140000,0,4/2/2024,3/11/2026,008,No ,No 
CT185020248805555,yes,Sub Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,"Island Diversified, Inc.",Non-M/WBE,Acoustical Plaster & Fireproofing,No Subcontract Payments Submitted,Construction Services,185000,185000,0,3/29/2024,3/11/2026,007,No ,No 
CT185020248805555,yes,Sub Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,ADVANCED FACADE INC,Asian American,"Curtainwall, balance doors, fire rated glazing, metal wall panels & sliding metal door",No Subcontract Payments Submitted,Construction Services,370000,370000,0,3/29/2024,3/11/2026,005,No ,No 
CT185020248805555,yes,Sub Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,INTERNATIONAL ASBESTOS REMOVAL INC,Women (Non-Minority),Asbestos Abatement,ACCO Rejected Subcontract,Construction Services,90000,90000,0,3/29/2024,3/11/2026,006,Yes,No 
CT185020248805555,yes,Sub Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,ARROWHEAD SECURITY CORP,Black American,Security Services,No Subcontract Payments Submitted,Construction Services,350000,350000,0,4/26/2024,3/11/2026,002,No ,No 
CT185020248805555,yes,Sub Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,CARLITOS CONTRACTING CORP,Asian American,Scaffold & Sidewalk Bridge,ACCO Rejected Subcontract,Construction Services,125000,125000,0,3/28/2024,3/11/2026,003,Yes,No 
CT185020248805555,yes,Sub Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,CARLITOS CONTRACTING CORP,Black American,Scaffold & Sidewalk Bridge,ACCO Rejected Subcontract,Construction Services,125000,125000,0,3/28/2024,3/11/2026,003,Yes,No 
CT185020248805555,yes,Sub Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,SIGN DESIGN GROUP OF NY INC,Asian American,Signage,No Subcontract Payments Submitted,Construction Services,21000,21000,0,3/28/2024,3/11/2026,004,No ,No 
CT185020248805555,yes,Sub Vendor,XBR Inc.,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 1 GC,0,0,0,3/27/2024,3/17/2026,3/4/2024,No ,No ,Department of Design and Construction,,3,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0063001C001,,0,0,BAYBRENT CONSTRUCTION CORPORATION,Asian American,Ceramic Tile,No Subcontract Payments Submitted,Construction Services,56500,56500,0,3/27/2024,3/11/2026,001,No ,No 
CT185020248805408,yes,Prime Vendor,CDE AIR CONDITIONING CO INC,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 3 HVAC,1816146,1816146,241900,3/22/2024,3/12/2026,3/4/2024,No ,No ,Department of Design and Construction,1015089456,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0065001,,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,,,Not Applicable,No ,No 
CT185020248805408,yes,Sub Vendor,CDE AIR CONDITIONING CO INC,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 3 HVAC,0,0,0,3/22/2024,3/12/2026,3/4/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0065001,,0,0,UNITED CRANE & RIGGING SERVICES INC,Women (Non-Minority),"Receive, Store and Rig HVAC Equipment",No Subcontract Payments Submitted,Construction Services,21450,21450,0,9/1/2024,3/12/2026,006,Yes,No 
CT185020248805408,yes,Sub Vendor,CDE AIR CONDITIONING CO INC,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 3 HVAC,0,0,0,3/22/2024,3/12/2026,3/4/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0065001,,0,0,IMP PLUMBING & HEATING CORP,Non-M/WBE,Sprinkler Work,No Subcontract Payments Submitted,Construction Services,220000,220000,0,5/1/2024,3/12/2026,005,No ,No 
CT185020248805408,yes,Sub Vendor,CDE AIR CONDITIONING CO INC,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 3 HVAC,0,0,0,3/22/2024,3/12/2026,3/4/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0065001,,0,0,S&M MECHANICAL CORP,Black American,Steamfitting Work,No Subcontract Payments Submitted,Construction Services,110000,110000,0,5/1/2024,3/12/2026,001,No ,No 
CT185020248805408,yes,Sub Vendor,CDE AIR CONDITIONING CO INC,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 3 HVAC,0,0,0,3/22/2024,3/12/2026,3/4/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0065001,,0,0,HAILEY INSULATION CORP.,Women (Non-Minority),Insulation Work,No Subcontract Payments Submitted,Construction Services,70500,70500,0,5/1/2024,3/12/2026,003,Yes,No 
CT185020248805408,yes,Sub Vendor,CDE AIR CONDITIONING CO INC,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 3 HVAC,0,0,0,3/22/2024,3/12/2026,3/4/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0065001,,0,0,Complete Spiral Manufacturing,Women (Non-Minority),Sheetmetal Work,No Subcontract Payments Submitted,Construction Services,381550,381550,0,5/1/2024,3/12/2026,002,Yes,No 
CT185020248805408,yes,Sub Vendor,CDE AIR CONDITIONING CO INC,Non-M/WBE,Nuyorican Poets Cafe Renovation - Contract 3 HVAC,0,0,0,3/22/2024,3/12/2026,3/4/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0065001,,0,0,ALL CITY TESTING & BALANCING CORP.,Non-M/WBE,Air Balancing,No Subcontract Payments Submitted,Construction Services,4350,4350,0,5/1/2024,3/12/2026,004,No ,No 
CT185020248804749,yes,Prime Vendor,P&T II CONTRACTING CORP,Non-M/WBE,Installation Of Non-Standard Pedestrian Ramps Borough of Man,11719329.69,11719329.69,1987424.6,9/16/2024,9/15/2026,3/6/2024,No ,No ,Department of Design and Construction,1015530199,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85023B0048001,,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,,,Not Applicable,No ,No 
CT185020248804749,yes,Sub Vendor,P&T II CONTRACTING CORP,Non-M/WBE,Installation Of Non-Standard Pedestrian Ramps Borough of Man,0,0,0,9/16/2024,9/15/2026,3/6/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85023B0048001,,0,0,TELL CAR TRUCKING CORP,Hispanic American,Hauling and Dumping,ACCO Reviewing Subcontract,Construction Services,150000,150000,0,9/16/2024,9/15/2026,014,No ,No 
CT185020248804749,yes,Sub Vendor,P&T II CONTRACTING CORP,Non-M/WBE,Installation Of Non-Standard Pedestrian Ramps Borough of Man,0,0,0,9/16/2024,9/15/2026,3/6/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85023B0048001,,0,0,R & N TRANSPORTATION  INC,Black American,Hauling and Dumping,No Subcontract Payments Submitted,Construction Services,400000,400000,0,9/16/2024,9/15/2026,013,No ,No 
CT185020248804749,yes,Sub Vendor,P&T II CONTRACTING CORP,Non-M/WBE,Installation Of Non-Standard Pedestrian Ramps Borough of Man,0,0,0,9/16/2024,9/15/2026,3/6/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85023B0048001,,0,0,MJR TRUCKING CORP,Hispanic American,Restoration,No Subcontract Payments Submitted,Construction Services,850000,850000,0,9/16/2024,9/15/2026,001,No ,No 
CT185020248804749,yes,Sub Vendor,P&T II CONTRACTING CORP,Non-M/WBE,Installation Of Non-Standard Pedestrian Ramps Borough of Man,0,0,0,9/16/2024,9/15/2026,3/6/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85023B0048001,,0,0,CM Testing Lab Inc,Women (Non-Minority),Testing/Lab results,No Subcontract Payments Submitted,Construction Services,100000,100000,0,9/16/2024,9/15/2026,003,Yes,No 
CT185020248804749,yes,Sub Vendor,P&T II CONTRACTING CORP,Non-M/WBE,Installation Of Non-Standard Pedestrian Ramps Borough of Man,0,0,0,9/16/2024,9/15/2026,3/6/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85023B0048001,,0,0,EAST COAST EXTERMINATORS INC,Black American,Rodent Survey/Bating,No Subcontract Payments Submitted,Construction Services,25000,25000,0,9/16/2024,9/15/2026,002,No ,No 
CT185020248804749,yes,Sub Vendor,P&T II CONTRACTING CORP,Non-M/WBE,Installation Of Non-Standard Pedestrian Ramps Borough of Man,0,0,0,9/16/2024,9/15/2026,3/6/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85023B0048001,,0,0,WINDSOR ELECTRICAL CONTRACTING INC,Asian American,Electric Work,No Subcontract Payments Submitted,Construction Services,1177014,1177014,0,9/16/2024,9/15/2026,004,No ,No 
CT185020248804749,yes,Sub Vendor,P&T II CONTRACTING CORP,Non-M/WBE,Installation Of Non-Standard Pedestrian Ramps Borough of Man,0,0,0,9/16/2024,9/15/2026,3/6/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85023B0048001,,0,0,"Stokes Creative Group, Inc.",Women (Non-Minority),Pre construction and Progress Photos,No Subcontract Payments Submitted,Construction Services,25000,25000,0,9/16/2024,9/15/2026,005,Yes,No 
